Generation,BestRecord,GenBestRecord,Average,EliteAvg
1,-0.001802394,0,-204.8074,-121.2572
2,-0.001776617,-0.001776617,-29.18441,-0.01284963
3,-0.001108026,-0.001108026,-41.98665,-0.008490577
4,-0.0009446121,-0.0009446121,-15.26796,-0.006513412
5,-0.0005696299,-0.0005696299,-5.09901,-0.005582059
6,-0.0005003389,-0.0005003389,-7.622735,-0.007113558
7,0,0,-0.02803426,-0.005511494
8,0,0,-1.296525,-0.006214709
9,0,-0.0006620105,-0.02680076,-0.004744717
10,0,-0.0006127294,-3.820217,-0.004732096
11,0,-0.0005076164,-6.348487,-0.004118103
12,0,-0.0007249428,-0.01571096,-0.004278005
13,0,-0.0005710665,-1.284407,-0.004201626
14,0,-0.0005007872,-2.553971,-0.004273533
15,0,0,-1.287595,-0.004890431
16,0,-0.0005389258,-5.080705,-0.00474495
17,0,-0.000863515,-5.087893,-0.005093909
18,0,0,-6.362748,-0.005057775
19,0,-0.0004492943,-6.355766,-0.004416405
20,0,0,-1.278036,-0.003599882
21,0,-0.0006609032,-6.343823,-0.003578688
22,0,0,-12.67709,-0.003722174
23,0,-0.0006132977,-10.1769,-0.005101368
24,0,-0.0005715338,-12.70174,-0.005075512
25,0,-0.0006205179,-16.50773,-0.004194096
26,0,0,-11.45411,-0.007226858
27,0,0,-13.96389,-0.004854045
28,0,0,-50.7465,-0.01189989
29,0,0,-29.1813,-0.007011419
30,0,0,-26.70743,-0.007473679
31,0,-0.0005686285,-26.79278,-0.01198318
32,0,0,-45.66241,-0.01622836
33,0,-0.0006106736,-13.9745,-0.005251527
34,0,-0.0009410183,-50.75331,-0.01824303
35,0,-0.0008567453,-50.77843,-0.03033695
36,0,-0.0009398944,-70.41436,-0.03211462
37,0,-0.0008629699,-44.41507,-0.02086772
38,0,-0.0005901849,-40.63812,-0.01574509
39,0,-0.000449239,-35.56865,-0.007723691
40,0,-0.0007416278,-34.25549,-0.01329191
41,0,0,-45.64784,-0.01081975
42,0,-0.0004491011,-49.49826,-0.01618741
43,0,0,-43.12984,-0.0172712
44,0,0,-65.93277,-0.02458077
45,0,0,-41.86075,-0.01043861
46,0,0,-39.34175,-0.01064008
47,0,-0.0004315301,-50.75119,-0.01379777
48,0,-0.0004496825,-48.16752,-0.01753838
49,0,0,-15.26832,-0.006751243
50,0,0,-31.72247,-0.01213045
51,0,-0.0006636789,-13.95926,-0.003930049
52,0,0,-7.663653,-0.004950849
53,0,-0.0004268898,-17.77817,-0.006183218
54,0,-0.0004477689,-11.43729,-0.007464795
55,0,-0.0004474051,-27.89815,-0.006079549
56,0,0,-19.04014,-0.00599928
57,0,0,-21.55025,-0.004170604
58,0,-0.0004342786,-20.31872,-0.005961868
59,0,0,-24.1037,-0.004164228
60,0,-0.0005307561,-24.23275,-0.004123262
61,0,-0.0006118728,-35.53975,-0.004358402
62,0,0,-21.5742,-0.004912305
63,0,-0.0004461528,-50.68099,-0.004598688
64,0,-0.0007431238,-44.35884,-0.004640696
65,0,-0.000498903,-26.6136,-0.004142455
66,0,0,-35.49178,-0.005102419
67,0,0,-30.43106,-0.004203942
68,0,0,-11.41488,-0.004149694
69,0,-0.0004451158,-25.3408,-0.004085826
70,0,0,-15.2112,-0.004003374
71,0,-0.0007306405,-45.61417,-0.004192891
72,0,-0.0006115398,-30.41446,-0.004695035
73,0,-0.0004989756,-30.41835,-0.004715649
74,0,-0.0004280088,-25.34977,-0.003837615
75,0,-0.0005689533,-27.91443,-0.005251758
76,0,-0.0004282811,-20.33407,-0.003882502
77,0,-0.0005793375,-16.51409,-0.004350855
78,0,-0.0004492249,-10.14547,-0.003410403
79,0,-0.0004302696,-19.03248,-0.003611582
80,0,-0.0004119001,-49.4081,-0.004544435
81,0,0,-64.59052,-0.004913664
82,0,0,-35.47347,-0.003668844
83,0,-0.0005039963,-48.1452,-0.004711112
84,0,-0.0004488818,-7.617935,-0.00328922
85,0,-0.0004149942,-22.82552,-0.004430568
86,0,0,-13.95336,-0.004292875
87,0,-0.0004732267,-16.51229,-0.005310816
88,0,0,-16.5722,-0.003784748
89,0,-0.0004477011,-24.10764,-0.003608468
90,0,-0.0004254553,-19.01496,-0.003364753
91,0,-0.0004267892,-24.0719,-0.003336615
92,0,-0.0004696019,-17.75541,-0.004011398
93,0,-0.0004517999,-7.611666,-0.003137246
94,0,0,-12.71784,-0.003495845
95,0,0,-12.67078,-0.002848433
96,0,-0.0004131054,-39.27771,-0.003239534
97,0,-0.0004112958,-25.3393,-0.003296812
98,0,-0.0004099013,-54.46433,-0.003148536
99,0,-0.0004992288,-36.73823,-0.003759727
100,0,-0.0004490434,-44.34212,-0.00289276
101,0,-0.0004145802,-40.53512,-0.002890306
102,0,0,-12.67083,-0.001992389
103,0,0,-8.871992,-0.002243835
104,0,-0.0003760481,-8.869439,-0.00171601
105,0,0,-5.070126,-0.001792368
106,0,0,-12.67184,-0.001889409
107,0,0,-15.19869,-0.001730901
108,0,-0.0004122756,-6.338175,-0.001650842
109,0,-0.0004310842,-7.621315,-0.00184238
110,0,0,-10.13926,-0.001778883
111,0,-0.0004155964,-7.605939,-0.002052622
112,0,-0.0004491812,-22.7972,-0.002069427
113,0,-0.000361017,-16.47147,-0.002280203
114,0,0,-27.87009,-0.002031842
115,0,-0.0004106147,-22.80823,-0.002242156
116,0,0,-34.22378,-0.002630233
117,0,-0.0004969327,-39.31828,-0.002975473
118,0,0,-16.47709,-0.002204686
119,0,-0.0004301226,-7.644621,-0.002661037
120,0,0,-6.354423,-0.002384781
121,0,0,-7.627151,-0.002702092
122,0,0,-7.621562,-0.002061688
123,0,0,-12.71175,-0.003714286
124,0,0,-12.70331,-0.003347989
125,0,0,-7.62591,-0.002476379
126,0,0,-16.48421,-0.003250737
127,0,0,-24.07331,-0.002619706
128,0,0,-12.69662,-0.00328303
129,0,0,-17.74867,-0.002921763
130,0,0,-22.8222,-0.003067622
131,0,0,-16.48702,-0.004841996
132,0,0,-8.889215,-0.002406693
133,0,0,-13.95558,-0.003283731
134,0,0,-10.15288,-0.002548676
135,0,0,-20.27959,-0.002741615
