Generation,BestRecord,GenBestRecord,Average,EliteAvg
1,-0.01128174,0,-179.3024,-0.08294471
2,-0.001905254,-0.001905254,-20.28966,-0.01125574
3,-0.001238061,-0.001238061,-27.89445,-0.009425168
4,0,0,-27.89347,-0.008181511
5,0,0,-5.103471,-0.006538556
6,0,0,-7.619956,-0.002723459
7,0,0,-3.83969,-0.003618548
8,0,0,-0.02110423,-0.002135267
9,0,0,-11.41809,-0.002291021
10,0,0,-8.886136,-0.001746208
11,0,0,-7.634791,-0.002736756
12,0,0,-5.088117,-0.001850849
13,0,0,-5.093613,-0.00221609
14,0,0,-11.4366,-0.00259867
15,0,0,-12.6882,-0.002793703
16,0,0,-10.15119,-0.00155015
17,0,0,-2.679343,-0.001543614
18,0,0,-6.354043,-0.002234933
19,0,0,-7.617818,-0.001273075
20,0,0,-8.88812,-0.002153418
21,0,0,-5.093499,-0.002432829
22,0,0,-5.106799,-0.002094842
23,0,0,-6.352516,-0.002395799
24,0,0,-7.629076,-0.001850554
25,0,0,-11.42469,-0.001273084
26,0,0,-8.88783,-0.002135412
27,0,0,-6.367599,-0.002141183
28,0,0,-19.01656,-0.001957097
29,0,0,-13.95025,-0.001613204
30,0,0,-11.41568,-0.001694601
31,0,0,-8.890176,-0.002030786
32,0,0,-11.419,-0.001019407
33,0,0,-11.41602,-0.001272739
34,0,0,-10.16867,-0.001074274
35,0,0,-11.41946,-0.001078499
36,0,0,-6.35071,-0.001922829
37,0,0,-8.888772,-0.001495701
38,0,0,-7.624566,-0.001480676
39,0,0,-6.361317,-0.0009409668
40,0,0,-2.549717,-0.001464267
41,0,0,-3.817969,-0.0007657851
42,0,0,-10.13864,-0.001178872
43,0,0,-6.355729,-0.001528297
44,0,0,-10.19753,-0.001469259
45,0,0,-6.350924,-0.001395651
46,0,0,-5.081979,-0.0009720677
47,0,0,-5.083171,-0.001452291
48,0,0,-3.815887,-0.001309972
49,0,0,-6.352786,-0.001802954
50,0,0,-6.355791,-0.001563597
51,0,0,-6.357748,-0.0008966717
52,0,0,-5.088772,-0.001169296
53,0,0,-6.38227,-0.001153172
54,0,0,-8.892252,-0.001309732
55,0,0,-3.837756,-0.001058641
56,0,0,-6.349355,-0.00150709
57,0,0,-7.626064,-0.001641513
58,0,0,-6.353946,-0.001203562
59,0,0,-8.892818,-0.00131894
60,0,0,-8.887497,-0.001325075
61,0,0,-7.721426,-0.001224843
62,0,0,-3.819107,-0.0009033183
63,0,0,-6.352612,-0.001138906
64,0,0,-2.558499,-0.0006839733
65,0,0,-7.621992,-0.001221336
66,0,0,-3.821577,-0.000785452
67,0,0,-5.083606,-0.000965204
68,0,0,-1.277726,-0.0005164256
69,0,0,-3.822714,-0.0005460838
70,0,0,-3.82238,-0.0009543145
71,0,0,-3.820386,-0.001364189
72,0,0,-7.636035,-0.0007716051
73,0,0,-6.353071,-0.0008528203
74,0,0,-11.4132,-0.0007587537
75,0,0,-7.61573,-0.0004446463
76,0,0,-2.549427,-0.0001855803
77,0,0,-1.283655,-0.0006799303
78,0,0,-1.288668,-0.0006544531
79,0,0,-2.550125,-0.001013618
80,0,0,-1.280067,-0.0006970722
81,0,0,-7.615974,-0.000478752
82,0,0,-1.30635,-0.0005483978
83,0,0,-2.562724,-0.001001781
84,0,0,-1.283985,-0.0009577977
85,0,0,-0.03516208,-0.0004754241
86,0,0,-7.613505,-0.0005754915
87,0,0,-5.080685,-0.0004584655
88,0,0,-1.285952,-0.0007316947
89,0,0,-2.555151,-0.0003589228
90,0,0,-1.285254,-0.0005289463
91,0,0,-3.814924,-0.000997723
92,0,0,-1.281054,-0.0007192576
93,0,0,-3.812718,-0.0006315843
94,0,0,-0.02693467,-0.0005649618
95,0,0,-1.287825,-0.0007721317
96,0,0,-2.550784,-0.0004133082
97,0,0,-1.281806,-0.0003624902
98,0,0,-5.0846,-0.0002264884
99,0,0,-2.547951,-0.0005759576
100,0,0,-0.01925497,-0.0003913647
101,0,0,-1.28337,-0.0006856842
102,0,0,-1.27321,0
103,0,0,-2.543053,0
104,0,0,-2.536175,0
105,0,0,-1.271132,0
106,0,0,-1.270021,0
107,0,0,-2.538856,0
108,0,0,-3.805651,0
